Status,Due.Date,Contract.Type,Quantity,Size,Shape,Base.Cost,Color,Sales.Price,Market,Plant,Market.Price,Quote.Key
lost,10/14/16,Variable Long,60,medium,round,182.7,red,218.4,Construction,Illinois,169.05,Quote744
lost,10/14/16,Variable Long,112,medium,round,182.7,red,218.4,Construction,Illinois,169.05,Quote745
won,11/29/17,Fixed Long,2,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote746
lost,10/14/16,Variable Long,8,large,round,182.7,red,253.75,Construction,New York,169.05,Quote747
lost,10/14/16,Variable Long,72,large,round,182.7,red,266,Construction,Ohio,169.05,Quote748
lost,10/14/16,Variable Long,24,medium,round,182.7,red,266.35,Construction,Ohio,169.05,Quote749
lost,10/14/16,Variable Long,88,medium,round,182.7,red,252.35,Construction,Ohio,169.05,Quote750
lost,10/14/16,Variable Long,32,medium,round,182.7,red,233.1,Construction,Illinois,169.05,Quote751
lost,10/14/16,Variable Long,72,large,round,182.7,red,268.45,Construction,New York,169.05,Quote752
lost,10/14/16,Variable Long,540,medium,round,182.7,red,275.1,Construction,Ohio,169.05,Quote753
lost,10/14/16,Variable Long,32,medium,round,182.7,red,261.1,Construction,Ohio,169.05,Quote754
won,11/29/17,Fixed Long,1,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote755
lost,10/14/16,Variable Long,8,medium,round,182.7,red,243.6,Construction,Illinois,169.05,Quote756
lost,10/14/16,Variable Long,24,medium,round,182.7,red,243.6,Construction,Illinois,169.05,Quote757
lost,10/14/16,Variable Long,360,large,round,182.7,red,271.95,Construction,Illinois,169.05,Quote758
lost,10/14/16,Variable Long,528,large,round,182.7,red,288.4,Construction,Ohio,169.05,Quote759
won,11/29/17,Fixed Long,0,large,round,218.05,red,273.35,Agriculture,Indiana,217,Quote760
lost,4/26/17,Variable Long,30,medium,round,215.25,red,281.05,Automotive,Illinois,220.15,Quote761
lost,4/26/17,Variable Long,5,medium,round,215.25,red,282.8,Automotive,Illinois,220.15,Quote762
lost,4/26/17,Variable Long,35,medium,round,215.25,red,281.05,Automotive,Illinois,220.15,Quote763
lost,4/26/17,Variable Long,40,medium,round,215.25,red,277.55,Automotive,Illinois,220.15,Quote764
lost,4/26/17,Variable Long,45,medium,round,215.25,red,277.55,Agriculture,Illinois,220.15,Quote765
won,11/29/17,Fixed Long,2,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote766
lost,4/26/17,Variable Long,65,large,round,215.25,red,277.55,Automotive,Illinois,220.15,Quote767
lost,4/26/17,Variable Long,8,large,round,215.25,red,279.3,Automotive,Illinois,220.15,Quote768
lost,4/26/17,Variable Long,60,large,round,215.25,red,296.45,Automotive,Illinois,220.15,Quote769
lost,4/26/17,Variable Long,60,large,round,215.25,red,307.65,Automotive,Illinois,220.15,Quote770
lost,4/26/17,Variable Long,75,large,round,215.25,red,307.3,Automotive,Illinois,220.15,Quote771
won,11/29/17,Fixed Long,12,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote772
won,11/29/17,Fixed Long,1,large,round,218.05,red,273.35,Agriculture,Indiana,217,Quote773
won,11/29/17,Fixed Long,1,large,round,218.05,red,273.35,Agriculture,Indiana,217,Quote774
won,11/29/17,Fixed Long,1,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote775
won,11/29/17,Fixed Long,2,large,round,218.05,red,273.35,Agriculture,Indiana,217,Quote776
won,11/29/17,Fixed Long,1,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote777
won,11/29/17,Fixed Long,20,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote778
won,11/29/17,Fixed Long,2,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote779
won,11/29/17,Fixed Long,2,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote780
lost,9/16/16,Variable Long,30,medium,round,184.8,red,240.8,Construction,Illinois,185.15,Quote781
lost,9/16/16,Variable Long,8,medium,round,184.8,red,242.55,Construction,Illinois,185.15,Quote782
lost,9/16/16,Variable Long,80,medium,round,184.8,red,253.05,Construction,Illinois,185.15,Quote783
lost,9/16/16,Variable Long,12,medium,round,184.8,red,256.55,Construction,Illinois,185.15,Quote784
lost,9/16/16,Variable Long,10,medium,round,184.8,red,233.8,Construction,Illinois,185.15,Quote785
lost,9/16/16,Variable Long,40,medium,round,184.8,red,239.05,Construction,Illinois,185.15,Quote786
lost,9/16/16,Variable Long,4,medium,round,184.8,red,253.05,Construction,Illinois,185.15,Quote787
won,11/29/17,Fixed Long,20,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote788
won,4/26/17,Index Long,112,large,round,215.74,red,280.35,Agriculture,Indiana,220.15,Quote789
won,4/26/17,Index Long,168,large,round,215.74,red,280.35,Agriculture,Indiana,220.15,Quote790
won,11/29/17,Fixed Long,1,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote791
won,11/29/17,Fixed Long,40,large,round,218.05,red,266.35,Agriculture,Indiana,217,Quote792
won,11/29/17,Fixed Long,100,large,round,218.05,red,342.65,Agriculture,Indiana,217,Quote793
won,11/29/17,Fixed Long,80,large,round,218.05,red,349.65,Agriculture,Indiana,217,Quote794
lost,10/21/16,Variable Long,4,medium,round,175,red,263.34,Construction,Indiana,165.55,Quote795
lost,10/21/16,Variable Long,11,medium,round,175,red,224.84,Construction,Indiana,165.55,Quote796
lost,10/21/16,Variable Long,5,medium,round,175,red,214.34,Construction,Indiana,165.55,Quote797
lost,10/21/16,Variable Long,11,medium,round,175,red,214.34,Construction,Indiana,165.55,Quote798
lost,10/21/16,Variable Long,115,medium,round,175,red,214.34,Construction,Indiana,165.55,Quote799
lost,10/21/16,Variable Long,21,medium,round,175,red,214.34,Construction,Indiana,165.55,Quote800
lost,10/21/16,Variable Long,1,medium,round,175,red,214.34,Construction,Indiana,165.55,Quote801
won,11/29/17,Fixed Long,38,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote802
won,4/28/17,Variable Medium,16,medium,round,218.05,red,272.16,Logistics,Indiana,219.45,Quote803
won,4/28/17,Variable Medium,16,medium,round,218.057,red,275.667,Logistics,Indiana,219.45,Quote804
won,4/28/17,Variable Medium,16,medium,round,218.05,red,262.01,Logistics,Indiana,219.45,Quote805
won,4/28/17,Variable Medium,16,medium,round,218.05,red,278.46,Logistics,Indiana,219.45,Quote806
won,4/28/17,Variable Medium,16,large,round,218.05,red,258.65,Logistics,Indiana,219.45,Quote807
won,4/26/17,Index Long,48,large,round,215.25,red,271.6,Agriculture,Indiana,220.15,Quote808
won,11/29/17,Fixed Long,36,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote809
won,4/26/17,Index Long,24,large,round,215.25,red,280.35,Agriculture,Indiana,220.15,Quote810
won,4/26/17,Index Long,16,large,round,224,red,271.6,Agriculture,Indiana,220.15,Quote811
won,4/26/17,Index Long,64,medium,round,215.25,red,271.6,Agriculture,Indiana,220.15,Quote812
won,4/26/17,Index Long,12,large,round,224,red,280.35,Agriculture,Indiana,220.15,Quote813
won,4/26/17,Index Long,12,large,round,224,red,271.6,Automotive,Indiana,220.15,Quote814
won,4/26/17,Index Long,8,large,round,224,red,280.35,Agriculture,Indiana,220.15,Quote815
lost,4/28/17,Variable Medium,70,large,round,219.8,red,309.05,Agriculture,Ohio,219.45,Quote816
won,11/29/17,Fixed Long,8,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote817
won,11/29/17,Fixed Long,5,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote818
won,11/29/17,Fixed Long,20,large,round,218.05,red,328.65,Agriculture,Indiana,217,Quote819
won,11/29/17,Fixed Long,4,large,round,218.05,red,328.65,Agriculture,Indiana,217,Quote820
won,11/29/17,Fixed Long,24,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote821
won,11/29/17,Fixed Long,4,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote822
won,11/29/17,Fixed Long,30,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote823
won,11/29/17,Fixed Long,16,large,round,218.05,red,321.65,Agriculture,Indiana,217,Quote824
lost,4/24/17,Variable Medium,70,large,round,219.8,red,265.3,Agriculture,Ohio,220.15,Quote825
lost,3/28/17,Fixed Long,20,medium,round,217.91,red,297.36,Automotive,Indiana,226.8,Quote826
lost,3/28/17,Fixed Long,60,large,round,217.91,red,290.36,Automotive,Indiana,226.8,Quote827
lost,3/28/17,Fixed Long,52,large,round,217.91,red,290.36,Automotive,Indiana,226.8,Quote828
lost,3/28/17,Fixed Long,30,large,round,217.91,red,293.86,Automotive,Indiana,226.8,Quote829
lost,3/27/17,Fixed Long,720,medium,round,217.91,red,270.76,Automotive,Indiana,226.8,Quote830
lost,3/27/17,Fixed Long,100,medium,round,217.91,red,270.76,Automotive,Indiana,226.8,Quote831
lost,3/27/17,Fixed Long,600,medium,round,217.91,red,274.26,Automotive,Indiana,226.8,Quote832
lost,3/27/17,Fixed Long,860,medium,round,217.91,red,270.76,Automotive,Indiana,226.8,Quote833
lost,3/27/17,Fixed Long,160,medium,round,217.91,red,270.76,Automotive,Indiana,226.8,Quote834
lost,3/27/17,Fixed Long,144,medium,round,217.91,red,276.01,Automotive,Indiana,226.8,Quote835
lost,12/20/16,Fixed Long,6,large,round,182.35,red,316.75,Automotive,Indiana,208.95,Quote836
lost,12/20/16,Fixed Long,3,medium,round,182.35,red,302.75,Automotive,Indiana,208.95,Quote837
lost,12/20/16,Fixed Long,263,large,round,182.35,red,290.15,Automotive,Indiana,208.95,Quote838
lost,12/20/16,Fixed Long,144,large,round,182.35,red,290.15,Automotive,Indiana,208.95,Quote839
lost,12/20/16,Fixed Long,69,large,round,182.35,red,290.15,Automotive,Indiana,208.95,Quote840
lost,12/20/16,Fixed Long,67,medium,round,182.35,red,249.55,Automotive,Indiana,208.95,Quote841
lost,12/20/16,Fixed Long,27,large,round,182.35,red,297.15,Automotive,Indiana,208.95,Quote842
lost,12/20/16,Fixed Long,22,large,round,182.35,red,300.65,Automotive,Indiana,208.95,Quote843
lost,12/20/16,Fixed Long,8,medium,round,182.35,red,311.5,Automotive,Indiana,208.95,Quote844
lost,12/20/16,Fixed Long,4,large,round,182.35,red,290.15,Automotive,Indiana,208.95,Quote845
lost,12/20/16,Fixed Long,2,medium,round,182.35,red,258.3,Automotive,Indiana,208.95,Quote846
lost,12/20/16,Fixed Long,70,medium,round,182.35,red,279.65,Automotive,Indiana,208.95,Quote847
lost,12/20/16,Fixed Long,55,large,round,182.35,red,279.65,Automotive,Indiana,208.95,Quote848
lost,12/20/16,Fixed Long,51,large,round,182.35,red,279.65,Automotive,Indiana,208.95,Quote849
lost,12/20/16,Fixed Long,44,large,round,182.35,red,279.65,Automotive,Indiana,208.95,Quote850
lost,12/20/16,Fixed Long,30,large,round,182.35,red,287.35,Automotive,Indiana,208.95,Quote851
lost,12/20/16,Fixed Long,27,large,round,182.35,red,286.65,Automotive,Indiana,208.95,Quote852
lost,12/20/16,Fixed Long,22,large,round,182.35,red,288.75,Automotive,Indiana,208.95,Quote853
lost,12/20/16,Fixed Long,16,large,round,182.35,red,279.65,Automotive,Indiana,208.95,Quote854
lost,12/20/16,Fixed Long,13,large,round,182.35,red,286.65,Automotive,Indiana,208.95,Quote855
lost,12/20/16,Fixed Long,6,medium,round,182.35,red,288.4,Automotive,Indiana,208.95,Quote856
lost,12/20/16,Fixed Long,6,large,round,182.35,red,300.65,Automotive,Indiana,208.95,Quote857
lost,12/20/16,Fixed Long,3,medium,round,182.35,red,304.15,Automotive,Indiana,208.95,Quote858
lost,12/20/16,Fixed Long,2,large,round,182.35,red,295.4,Automotive,Indiana,208.95,Quote859
lost,12/20/16,Fixed Long,1,large,round,182.35,red,304.15,Automotive,Indiana,208.95,Quote860
lost,12/20/16,Fixed Long,1,large,round,182.35,red,279.65,Automotive,Indiana,208.95,Quote861
lost,12/20/16,Fixed Long,0,medium,round,182.35,red,315.7,Automotive,Indiana,208.95,Quote862
lost,12/20/16,Fixed Long,0,large,round,182.35,red,296.45,Automotive,Indiana,208.95,Quote863
lost,12/20/16,Fixed Long,513,medium,round,182.35,red,323.05,Automotive,Indiana,208.95,Quote864
lost,12/20/16,Fixed Long,172,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote865
lost,12/20/16,Fixed Long,135,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote866
lost,12/20/16,Fixed Long,120,large,round,182.35,red,296.1,Automotive,Indiana,208.95,Quote867
lost,12/20/16,Fixed Long,99,large,round,182.35,red,312.2,Automotive,Indiana,208.95,Quote868
lost,12/20/16,Fixed Long,88,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote869
lost,12/20/16,Fixed Long,58,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote870
lost,12/20/16,Fixed Long,37,medium,round,182.35,red,317.1,Automotive,Indiana,208.95,Quote871
lost,12/20/16,Fixed Long,26,large,round,182.35,red,306.25,Automotive,Indiana,208.95,Quote872
lost,12/20/16,Fixed Long,25,large,round,182.35,red,295.75,Automotive,Indiana,208.95,Quote873
lost,12/20/16,Fixed Long,20,large,round,182.35,red,296.1,Automotive,Indiana,208.95,Quote874
lost,12/20/16,Fixed Long,16,large,round,182.35,red,306.25,Automotive,Indiana,208.95,Quote875
lost,12/20/16,Fixed Long,15,large,round,182.35,red,306.25,Automotive,Indiana,208.95,Quote876
lost,12/20/16,Fixed Long,10,large,round,182.35,red,296.1,Automotive,Indiana,208.95,Quote877
lost,12/20/16,Fixed Long,9,large,round,182.35,red,296.1,Automotive,Indiana,208.95,Quote878
lost,12/20/16,Fixed Long,7,large,round,182.35,red,295.75,Automotive,Indiana,208.95,Quote879
won,11/17/17,Variable Long,4,large,round,227.5,red,370.9840336,Automotive,Kentucky,216.3,Quote880
lost,12/20/16,Fixed Long,7,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote881
lost,12/20/16,Fixed Long,7,large,round,182.35,red,325.15,Automotive,Indiana,208.95,Quote882
lost,12/20/16,Fixed Long,3,large,round,182.35,red,326.9,Automotive,Indiana,208.95,Quote883
lost,12/20/16,Fixed Long,2,large,round,182.35,red,312.9,Automotive,Indiana,208.95,Quote884
lost,12/20/16,Fixed Long,2,large,round,182.35,red,320.25,Automotive,Indiana,208.95,Quote885
lost,12/20/16,Fixed Long,0,large,round,182.35,red,311.15,Automotive,Indiana,208.95,Quote886
lost,12/20/16,Fixed Long,0,large,round,182.35,red,313.95,Automotive,Indiana,208.95,Quote887
lost,12/20/16,Fixed Long,0,large,round,182.35,red,295.75,Automotive,Indiana,208.95,Quote888
lost,12/20/16,Fixed Long,322,medium,round,182.35,red,244.65,Automotive,Indiana,208.95,Quote889
lost,12/20/16,Fixed Long,268,medium,round,182.35,red,267.4,Automotive,Indiana,208.95,Quote890
won,11/17/17,Variable Long,3,large,round,227.5,red,362.2340336,Automotive,Kentucky,216.3,Quote891
lost,12/20/16,Fixed Long,129,medium,round,182.35,red,263.55,Automotive,Indiana,208.95,Quote892
lost,12/20/16,Fixed Long,127,medium,round,182.35,red,267.4,Automotive,Indiana,208.95,Quote893
lost,12/20/16,Fixed Long,30,medium,round,182.35,red,272.3,Automotive,Indiana,208.95,Quote894
lost,12/20/16,Fixed Long,20,large,round,182.35,red,307.65,Automotive,Indiana,208.95,Quote895
lost,12/20/16,Fixed Long,19,medium,round,182.35,red,262.15,Automotive,Indiana,208.95,Quote896
lost,12/20/16,Fixed Long,11,medium,round,182.35,red,267.4,Automotive,Indiana,208.95,Quote897
lost,12/20/16,Fixed Long,9,medium,round,182.35,red,311.15,Automotive,Indiana,208.95,Quote898
lost,12/20/16,Fixed Long,5,large,round,182.35,red,298.9,Automotive,Indiana,208.95,Quote899
lost,12/20/16,Fixed Long,5,medium,round,182.35,red,267.4,Automotive,Indiana,208.95,Quote900
lost,12/20/16,Fixed Long,5,medium,round,182.35,red,299.95,Automotive,Indiana,208.95,Quote901
won,11/17/17,Variable Long,4,large,round,227.5,red,362.2340336,Automotive,Kentucky,216.3,Quote902
lost,12/20/16,Fixed Long,78,medium,round,182.35,red,257.95,Automotive,Indiana,208.95,Quote903
lost,12/20/16,Fixed Long,144,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote904
lost,12/20/16,Fixed Long,139,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote905
lost,12/20/16,Fixed Long,68,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote906
lost,12/20/16,Fixed Long,55,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote907
lost,12/20/16,Fixed Long,38,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote908
lost,12/20/16,Fixed Long,28,large,round,182.35,red,272.3,Automotive,Indiana,208.95,Quote909
lost,12/20/16,Fixed Long,22,large,round,182.35,red,274.4,Automotive,Indiana,208.95,Quote910
lost,12/20/16,Fixed Long,18,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote911
lost,12/20/16,Fixed Long,18,large,round,182.35,red,277.55,Automotive,Indiana,208.95,Quote912
lost,12/20/16,Fixed Long,16,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote913
lost,12/20/16,Fixed Long,15,large,round,182.35,red,272.3,Automotive,Indiana,208.95,Quote914
lost,12/20/16,Fixed Long,9,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote915
lost,12/20/16,Fixed Long,3,large,round,182.35,red,266.7,Automotive,Indiana,208.95,Quote916
lost,12/20/16,Fixed Long,193,large,round,182.35,red,280.7,Automotive,Indiana,208.95,Quote917
lost,12/20/16,Fixed Long,31,medium,round,182.35,red,292.95,Automotive,Indiana,208.95,Quote918
lost,12/20/16,Fixed Long,29,large,round,182.35,red,280.7,Automotive,Indiana,208.95,Quote919
lost,12/20/16,Fixed Long,19,large,round,182.35,red,280.7,Automotive,Indiana,208.95,Quote920
lost,12/20/16,Fixed Long,18,large,round,182.35,red,288.75,Automotive,Indiana,208.95,Quote921
lost,12/20/16,Fixed Long,10,large,round,182.35,red,288.75,Automotive,Indiana,208.95,Quote922
won,11/17/17,Variable Long,13,large,round,227.5,red,283.4796134,Automotive,Ohio,216.3,Quote923
lost,12/20/16,Fixed Long,8,large,round,182.35,red,288.75,Automotive,Indiana,208.95,Quote924
lost,12/20/16,Fixed Long,230,medium,round,182.35,red,284.55,Automotive,Indiana,208.95,Quote925
lost,12/20/16,Fixed Long,185,medium,round,182.35,red,284.55,Automotive,Indiana,208.95,Quote926
lost,12/20/16,Fixed Long,125,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote927
lost,12/20/16,Fixed Long,121,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote928
lost,12/20/16,Fixed Long,110,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote929
lost,12/20/16,Fixed Long,76,medium,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote930
lost,12/20/16,Fixed Long,64,large,round,182.35,red,292.95,Automotive,Indiana,208.95,Quote931
lost,12/20/16,Fixed Long,63,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote932
lost,12/20/16,Fixed Long,51,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote933
won,11/17/17,Variable Long,24,large,round,227.5,red,283.5,Automotive,Ohio,216.3,Quote934
lost,12/20/16,Fixed Long,51,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote935
lost,12/20/16,Fixed Long,51,medium,round,182.35,red,298.55,Automotive,Indiana,208.95,Quote936
lost,12/20/16,Fixed Long,50,medium,round,182.35,red,284.55,Automotive,Indiana,208.95,Quote937
lost,12/20/16,Fixed Long,45,large,round,182.35,red,296.45,Automotive,Indiana,208.95,Quote938
lost,12/20/16,Fixed Long,45,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote939
lost,12/20/16,Fixed Long,44,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote940
lost,12/20/16,Fixed Long,36,large,round,182.35,red,304.15,Automotive,Indiana,208.95,Quote941
lost,12/20/16,Fixed Long,36,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote942
lost,12/20/16,Fixed Long,32,medium,round,182.35,red,298.55,Automotive,Indiana,208.95,Quote943
lost,12/20/16,Fixed Long,29,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote944
won,11/17/17,Variable Long,20,large,round,227.5,red,283.5,Automotive,Ohio,216.3,Quote945
lost,12/20/16,Fixed Long,28,medium,round,182.35,red,291.2,Automotive,Indiana,208.95,Quote946
lost,12/20/16,Fixed Long,28,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote947
lost,12/20/16,Fixed Long,26,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote948
lost,12/20/16,Fixed Long,25,medium,round,182.35,red,284.55,Automotive,Indiana,208.95,Quote949
lost,12/20/16,Fixed Long,24,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote950
lost,12/20/16,Fixed Long,24,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote951
lost,12/20/16,Fixed Long,23,large,round,182.35,red,301.7,Automotive,Indiana,208.95,Quote952
lost,12/20/16,Fixed Long,21,medium,round,182.35,red,298.55,Automotive,Indiana,208.95,Quote953
lost,12/20/16,Fixed Long,21,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote954
lost,12/20/16,Fixed Long,19,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote955
won,11/17/17,Variable Long,1,large,round,227.5,red,283.5,Automotive,Ohio,216.3,Quote956
lost,12/20/16,Fixed Long,11,medium,round,182.35,red,284.55,Automotive,Indiana,208.95,Quote957
lost,12/20/16,Fixed Long,9,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote958
lost,12/20/16,Fixed Long,9,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote959
lost,12/20/16,Fixed Long,9,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote960
lost,12/20/16,Fixed Long,8,large,round,182.35,red,312.9,Automotive,Indiana,208.95,Quote961
lost,12/20/16,Fixed Long,8,medium,round,182.35,red,284.55,Automotive,Indiana,208.95,Quote962
lost,12/20/16,Fixed Long,7,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote963
lost,12/20/16,Fixed Long,5,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote964
lost,12/20/16,Fixed Long,4,large,round,182.35,red,301.7,Automotive,Indiana,208.95,Quote965
lost,12/20/16,Fixed Long,2,large,round,182.35,red,301.7,Automotive,Indiana,208.95,Quote966
won,11/17/17,Variable Long,4,large,round,227.5,red,362.2340336,Automotive,Kentucky,216.3,Quote967
lost,12/20/16,Fixed Long,1,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote968
lost,12/20/16,Fixed Long,1,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote969
lost,12/20/16,Fixed Long,1,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote970
lost,12/20/16,Fixed Long,1,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote971
lost,12/20/16,Fixed Long,1,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote972
lost,12/20/16,Fixed Long,1,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote973
lost,12/20/16,Fixed Long,0,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote974
lost,12/20/16,Fixed Long,0,large,round,182.35,red,301.7,Automotive,Indiana,208.95,Quote975
lost,12/20/16,Fixed Long,0,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote976
lost,12/20/16,Fixed Long,0,medium,round,182.35,red,298.55,Automotive,Indiana,208.95,Quote977
won,11/17/17,Variable Long,1,large,round,227.5,red,362.2340336,Automotive,Kentucky,216.3,Quote978
lost,12/20/16,Fixed Long,0,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote979
lost,12/20/16,Fixed Long,0,large,round,182.35,red,287.7,Automotive,Indiana,208.95,Quote980
lost,12/20/16,Fixed Long,0,medium,round,182.35,red,284.55,Automotive,Indiana,208.95,Quote981
lost,12/20/16,Fixed Long,8,medium,round,182.35,red,284.2,Automotive,Indiana,208.95,Quote982
lost,3/1/17,Variable Medium,24,medium,round,218.75,red,320.6,Automotive,Indiana,213.85,Quote983
lost,3/1/17,Variable Medium,24,medium,round,218.75,red,320.6,Automotive,Indiana,213.85,Quote984
lost,3/1/17,Variable Medium,24,medium,round,218.75,red,320.6,Automotive,Indiana,213.85,Quote985
lost,2/24/17,Variable Long,400,medium,round,220.5,red,269.29,Construction,Indiana,213.85,Quote986
won,9/5/16,Variable Medium,16,large,round,175,red,222.25,Manufacturing,Ohio,198.1,Quote987
won,9/5/16,Variable Medium,60,medium,round,175,red,222.25,Manufacturing,Ohio,198.1,Quote988
won,11/17/17,Variable Long,22,large,round,227.5,red,283.5,Automotive,Ohio,216.3,Quote989
won,9/5/16,Variable Medium,17,large,round,175,red,221.13,Manufacturing,Ohio,198.1,Quote990
won,9/5/16,Variable Medium,4,medium,round,175,red,225.75,Manufacturing,Ohio,198.1,Quote991
won,9/5/16,Variable Medium,25,medium,round,175,red,225.75,Manufacturing,Ohio,198.1,Quote992
won,9/5/16,Variable Medium,56,medium,round,175,red,225.75,Manufacturing,Ohio,198.1,Quote993
won,9/5/16,Variable Medium,125,medium,round,175,red,225.75,Manufacturing,Ohio,198.1,Quote994
won,9/5/16,Variable Medium,18,medium,round,175,red,225.75,Manufacturing,Ohio,198.1,Quote995
won,9/5/16,Variable Medium,13,medium,round,175,red,224.63,Manufacturing,Ohio,198.1,Quote996
won,3/29/17,Fixed Long,8,large,round,231,red,338.8,Agriculture,Indiana,226.8,Quote997
won,3/29/17,Fixed Long,42,large,round,218.05,red,325.85,Agriculture,Indiana,226.8,Quote998
won,11/17/17,Variable Long,4,large,round,227.5,red,283.5,Automotive,Ohio,216.3,Quote999
won,11/17/17,Variable Long,4,large,round,227.5,red,283.497542,Automotive,Ohio,216.3,Quote1000
won,4/4/17,Variable Medium,24,large,round,217.91,red,276.5,Automotive,New York,231,Quote1001
won,11/17/17,Variable Long,12,large,round,227.5,red,283.4796134,Automotive,Ohio,216.3,Quote1002
won,4/3/17,Variable Medium,112,large,round,218.05,red,280.35,Automotive,Indiana,231,Quote1003
won,4/3/17,Variable Medium,152,large,round,218.05,red,280.35,Automotive,Indiana,231,Quote1004
won,4/3/17,Variable Medium,128,large,round,218.05,red,280.35,Automotive,Indiana,231,Quote1005
won,4/3/17,Variable Medium,48,large,round,218.05,red,280.35,Automotive,Indiana,231,Quote1006
won,4/3/17,Variable Medium,96,large,round,218.05,red,280.35,Agriculture,Indiana,231,Quote1007
won,4/3/17,Variable Medium,15,large,round,218.05,red,280.35,Automotive,Indiana,231,Quote1008
won,4/3/17,Variable Medium,60,large,round,218.05,red,308.35,Agriculture,Indiana,231,Quote1009
won,4/3/17,Variable Medium,48,large,round,218.05,red,280.35,Agriculture,Indiana,231,Quote1010
won,4/3/17,Variable Medium,48,large,round,218.05,red,280.35,Agriculture,Indiana,231,Quote1011
won,4/3/17,Variable Medium,280,large,round,218.05,red,308.35,Agriculture,Indiana,231,Quote1012
won,11/17/17,Variable Long,1,large,round,227.5,red,283.4796134,Automotive,Ohio,216.3,Quote1013
won,4/3/17,Variable Medium,72,large,round,218.05,red,280.35,Agriculture,Indiana,231,Quote1014
won,4/3/17,Variable Medium,20,medium,round,218.05,red,280.35,Agriculture,Indiana,231,Quote1015
won,4/3/17,Variable Medium,32,large,round,218.05,red,280.35,Agriculture,Indiana,231,Quote1016
won,4/3/17,Variable Medium,8,large,round,218.05,red,280.35,Automotive,Indiana,231,Quote1017
won,11/17/17,Variable Long,2,large,round,227.5,red,362.2340336,Automotive,Kentucky,216.3,Quote1018
